Subject,Predicate,Object
Family,GENRE_OF,Father of the Bride Part II
Father of the Bride Part II,HAS_CAST,Steve Martin
Steve Martin,CAST_IN,Father of the Bride Part II
Father of the Bride Part II,HAS_CAST,Diane Keaton
Diane Keaton,CAST_IN,Father of the Bride Part II
Father of the Bride Part II,HAS_CAST,Martin Short
Martin Short,CAST_IN,Father of the Bride Part II
King Boxer,HAS_GENRE,Action
Action,GENRE_OF,King Boxer
Bully,HAS_GENRE,Crime
Crime,GENRE_OF,Bully
Bully,HAS_GENRE,Drama
Drama,GENRE_OF,Bully
Bully,HAS_CAST,Brad Renfro
Brad Renfro,CAST_IN,Bully
Finding Dory,HAS_GENRE,Adventure
Adventure,GENRE_OF,Finding Dory
Finding Dory,HAS_GENRE,Animation
Animation,GENRE_OF,Finding Dory
Finding Dory,HAS_GENRE,Comedy
Comedy,GENRE_OF,Finding Dory
Finding Dory,HAS_GENRE,Family
Family,GENRE_OF,Finding Dory
Finding Dory,HAS_CAST,Albert Brooks
Albert Brooks,CAST_IN,Finding Dory
Finding Dory,HAS_CAST,Ellen DeGeneres
Ellen DeGeneres,CAST_IN,Finding Dory
Finding Dory,HAS_CAST,Diane Keaton
Diane Keaton,CAST_IN,Finding Dory
Run for Money,HAS_GENRE,Drama
Drama,GENRE_OF,Run for Money
Stuart Little,HAS_GENRE,Family
Family,GENRE_OF,Stuart Little
Stuart Little,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Stuart Little
Stuart Little,HAS_GENRE,Comedy
Comedy,GENRE_OF,Stuart Little
Stuart Little,HAS_GENRE,Adventure
Adventure,GENRE_OF,Stuart Little
Stuart Little,HAS_CAST,Nathan Lane
Nathan Lane,CAST_IN,Stuart Little
Acts of Worship,HAS_GENRE,Drama
Drama,GENRE_OF,Acts of Worship
Acts of Worship,HAS_GENRE,Family
Family,GENRE_OF,Acts of Worship
Dying of Laughter,HAS_GENRE,Comedy
Comedy,GENRE_OF,Dying of Laughter
Y Tu Mamá También,HAS_GENRE,Drama
Drama,GENRE_OF,Y Tu Mamá También
Y Tu Mamá También,HAS_GENRE,Romance
Romance,GENRE_OF,Y Tu Mamá También
Lockout,HAS_GENRE,Action
Action,GENRE_OF,Lockout
Lockout,HAS_GENRE,Thriller
Thriller,GENRE_OF,Lockout
Lockout,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Lockout
Lockout,HAS_CAST,Guy Pearce
Guy Pearce,CAST_IN,Lockout
Lockout,HAS_WRITER,Luc Besson
Luc Besson,WROTE,Lockout
Eddie and the Cruisers II: Eddie Lives!,HAS_GENRE,Drama
Drama,GENRE_OF,Eddie and the Cruisers II: Eddie Lives!
Eddie and the Cruisers II: Eddie Lives!,HAS_GENRE,Thriller
Thriller,GENRE_OF,Eddie and the Cruisers II: Eddie Lives!
Eddie and the Cruisers II: Eddie Lives!,HAS_GENRE,Music
Music,GENRE_OF,Eddie and the Cruisers II: Eddie Lives!
Jeepers Creepers,HAS_GENRE,Horror
Horror,GENRE_OF,Jeepers Creepers
Jeepers Creepers,HAS_GENRE,Thriller
Thriller,GENRE_OF,Jeepers Creepers
Jeepers Creepers,HAS_GENRE,Mystery
Mystery,GENRE_OF,Jeepers Creepers
Jeepers Creepers,HAS_GENRE,Drama
Drama,GENRE_OF,Jeepers Creepers
Jeepers Creepers,HAS_CAST,Justin Long
Justin Long,CAST_IN,Jeepers Creepers
Le Mans,HAS_GENRE,Drama
Drama,GENRE_OF,Le Mans
The Sisterhood of the Traveling Pants 2,HAS_GENRE,Adventure
Adventure,GENRE_OF,The Sisterhood of the Traveling Pants 2
The Sisterhood of the Traveling Pants 2,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Sisterhood of the Traveling Pants 2
The Sisterhood of the Traveling Pants 2,HAS_GENRE,Drama
Drama,GENRE_OF,The Sisterhood of the Traveling Pants 2
The Sisterhood of the Traveling Pants 2,HAS_CAST,Blake Lively
Blake Lively,CAST_IN,The Sisterhood of the Traveling Pants 2
Wreckers,HAS_GENRE,Drama
Drama,GENRE_OF,Wreckers
Wreckers,HAS_CAST,Benedict Cumberbatch
Benedict Cumberbatch,CAST_IN,Wreckers
Death at a Funeral,HAS_GENRE,Comedy
Comedy,GENRE_OF,Death at a Funeral
Death at a Funeral,HAS_CAST,Chris Rock
Chris Rock,CAST_IN,Death at a Funeral
Death at a Funeral,HAS_CAST,Martin Lawrence
Martin Lawrence,CAST_IN,Death at a Funeral
Death at a Funeral,HAS_CAST,Regina Hall
Regina Hall,CAST_IN,Death at a Funeral
Judge Dredd,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Judge Dredd
Judge Dredd,HAS_CAST,Sylvester Stallone
Sylvester Stallone,CAST_IN,Judge Dredd
Judge Dredd,HAS_CAST,Diane Lane
Diane Lane,CAST_IN,Judge Dredd
Judge Dredd,HAS_CAST,Rob Schneider
Rob Schneider,CAST_IN,Judge Dredd
12,HAS_GENRE,Crime
Crime,GENRE_OF,12
12,HAS_GENRE,Drama
Drama,GENRE_OF,12
12,HAS_GENRE,Mystery
Mystery,GENRE_OF,12
The Call,HAS_GENRE,Crime
Crime,GENRE_OF,The Call
The Call,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Call
The Call,HAS_CAST,Halle Berry
Halle Berry,CAST_IN,The Call
The Call,HAS_CAST,Abigail Breslin
Abigail Breslin,CAST_IN,The Call
The Call,HAS_CAST,Morris Chestnut
Morris Chestnut,CAST_IN,The Call
Heaven & Earth,HAS_GENRE,History
History,GENRE_OF,Heaven & Earth
Heaven & Earth,HAS_GENRE,War
War,GENRE_OF,Heaven & Earth
Heaven & Earth,HAS_GENRE,Action
Action,GENRE_OF,Heaven & Earth
Heaven & Earth,HAS_GENRE,Drama
Drama,GENRE_OF,Heaven & Earth
Heaven & Earth,HAS_CAST,Tommy Lee Jones
Tommy Lee Jones,CAST_IN,Heaven & Earth
Heaven & Earth,HAS_DIRECTOR,Oliver Stone
Oliver Stone,DIRECTED,Heaven & Earth
Without Permission,HAS_GENRE,misc
misc,GENRE_OF,Without Permission
Charlie St. Cloud,HAS_GENRE,Drama
Drama,GENRE_OF,Charlie St. Cloud
Charlie St. Cloud,HAS_GENRE,Romance
Romance,GENRE_OF,Charlie St. Cloud
Charlie St. Cloud,HAS_CAST,Zac Efron
Zac Efron,CAST_IN,Charlie St. Cloud
One Piece Film: Z,HAS_GENRE,Animation
Animation,GENRE_OF,One Piece Film: Z
One Piece Film: Z,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,One Piece Film: Z
One Piece Film: Z,HAS_GENRE,Action
Action,GENRE_OF,One Piece Film: Z
One Piece Film: Z,HAS_GENRE,Adventure
Adventure,GENRE_OF,One Piece Film: Z
The Human Centipede,HAS_GENRE,Horror
Horror,GENRE_OF,The Human Centipede
The Mask,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Mask
Cast Away,HAS_GENRE,Adventure
Adventure,GENRE_OF,Cast Away
Cast Away,HAS_GENRE,Drama
Drama,GENRE_OF,Cast Away
Cast Away,HAS_CAST,Tom Hanks
Tom Hanks,CAST_IN,Cast Away
Cast Away,HAS_CAST,Helen Hunt
Helen Hunt,CAST_IN,Cast Away
Dogtown and Z-Boys,HAS_GENRE,Documentary
Documentary,GENRE_OF,Dogtown and Z-Boys
Dogtown and Z-Boys,HAS_CAST,Sean Penn
Sean Penn,CAST_IN,Dogtown and Z-Boys
Memoirs of a Geisha,HAS_GENRE,Drama
Drama,GENRE_OF,Memoirs of a Geisha
Memoirs of a Geisha,HAS_GENRE,Romance
Romance,GENRE_OF,Memoirs of a Geisha
Memoirs of a Geisha,HAS_GENRE,History
History,GENRE_OF,Memoirs of a Geisha
Memoirs of a Geisha,HAS_CAST,Michelle Yeoh
Michelle Yeoh,CAST_IN,Memoirs of a Geisha
Vertical Limit,HAS_GENRE,Adventure
Adventure,GENRE_OF,Vertical Limit
Vertical Limit,HAS_GENRE,Action
Action,GENRE_OF,Vertical Limit
Vertical Limit,HAS_GENRE,Thriller
Thriller,GENRE_OF,Vertical Limit
Freddy Got Fingered,HAS_GENRE,Comedy
Comedy,GENRE_OF,Freddy Got Fingered
Freddy Got Fingered,HAS_CAST,Tom Green
Tom Green,CAST_IN,Freddy Got Fingered
Freddy Got Fingered,HAS_DIRECTOR,Tom Green
Tom Green,DIRECTED,Freddy Got Fingered
Steve Jobs,HAS_GENRE,Drama
Drama,GENRE_OF,Steve Jobs
Steve Jobs,HAS_GENRE,History
History,GENRE_OF,Steve Jobs
Steve Jobs,HAS_CAST,Michael Fassbender
Michael Fassbender,CAST_IN,Steve Jobs
Steve Jobs,HAS_CAST,Kate Winslet
Kate Winslet,CAST_IN,Steve Jobs
Steve Jobs,HAS_CAST,Seth Rogen
Seth Rogen,CAST_IN,Steve Jobs
Steve Jobs,HAS_CAST,Jeff Daniels
Jeff Daniels,CAST_IN,Steve Jobs
Steve Jobs,HAS_DIRECTOR,Danny Boyle
Danny Boyle,DIRECTED,Steve Jobs
Hollow Man,HAS_GENRE,Action
Action,GENRE_OF,Hollow Man
Hollow Man,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Hollow Man
Hollow Man,HAS_GENRE,Thriller
Thriller,GENRE_OF,Hollow Man
Hollow Man,HAS_CAST,Kevin Bacon
Kevin Bacon,CAST_IN,Hollow Man
Hollow Man,HAS_CAST,Josh Brolin
Josh Brolin,CAST_IN,Hollow Man
Woman on Top,HAS_GENRE,Comedy
Comedy,GENRE_OF,Woman on Top
Woman on Top,HAS_GENRE,Drama
Drama,GENRE_OF,Woman on Top
Woman on Top,HAS_GENRE,Romance
Romance,GENRE_OF,Woman on Top
Woman on Top,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Woman on Top
Hamlet,HAS_GENRE,Drama
Drama,GENRE_OF,Hamlet
Hamlet,HAS_GENRE,History
History,GENRE_OF,Hamlet
Hamlet,HAS_CAST,Mel Gibson
Mel Gibson,CAST_IN,Hamlet
The Seven Five,HAS_GENRE,Documentary
Documentary,GENRE_OF,The Seven Five
The Wizard of Oz,HAS_GENRE,Adventure
Adventure,GENRE_OF,The Wizard of Oz
The Wizard of Oz,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,The Wizard of Oz
The Wizard of Oz,HAS_GENRE,Family
Family,GENRE_OF,The Wizard of Oz
The Wizard of Oz,HAS_CAST,Judy Garland
Judy Garland,CAST_IN,The Wizard of Oz
The Best Exotic Marigold Hotel,HAS_GENRE,Drama
Drama,GENRE_OF,The Best Exotic Marigold Hotel
The Best Exotic Marigold Hotel,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Best Exotic Marigold Hotel
The Best Exotic Marigold Hotel,HAS_CAST,Judi Dench
Judi Dench,CAST_IN,The Best Exotic Marigold Hotel
Lovers,HAS_GENRE,Drama
Drama,GENRE_OF,Lovers
The Transporter,HAS_GENRE,Action
Action,GENRE_OF,The Transporter
The Transporter,HAS_GENRE,Crime
Crime,GENRE_OF,The Transporter
The Transporter,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Transporter
The Transporter,HAS_CAST,Jason Statham
Jason Statham,CAST_IN,The Transporter
My Baby's Daddy,HAS_GENRE,Comedy
Comedy,GENRE_OF,My Baby's Daddy
Children of the Corn,HAS_GENRE,Horror
Horror,GENRE_OF,Children of the Corn
Children of the Corn,HAS_GENRE,Thriller
Thriller,GENRE_OF,Children of the Corn
Children of the Corn,HAS_CAST,Linda Hamilton
Linda Hamilton,CAST_IN,Children of the Corn
Poverty Inc.,HAS_GENRE,Documentary
Documentary,GENRE_OF,Poverty Inc.
Mulan,HAS_GENRE,Animation
Animation,GENRE_OF,Mulan
Mulan,HAS_GENRE,Family
Family,GENRE_OF,Mulan
Mulan,HAS_GENRE,Adventure
Adventure,GENRE_OF,Mulan
Mulan,HAS_CAST,Eddie Murphy
Eddie Murphy,CAST_IN,Mulan
Drag Me to Hell,HAS_GENRE,Horror
Horror,GENRE_OF,Drag Me to Hell
Drag Me to Hell,HAS_GENRE,Thriller
Thriller,GENRE_OF,Drag Me to Hell
Drag Me to Hell,HAS_CAST,Justin Long
Justin Long,CAST_IN,Drag Me to Hell
Surf Ninjas,HAS_GENRE,Action
Action,GENRE_OF,Surf Ninjas
Surf Ninjas,HAS_GENRE,Adventure
Adventure,GENRE_OF,Surf Ninjas
Surf Ninjas,HAS_GENRE,Comedy
Comedy,GENRE_OF,Surf Ninjas
Surf Ninjas,HAS_GENRE,Family
Family,GENRE_OF,Surf Ninjas
Surf Ninjas,HAS_CAST,Rob Schneider
Rob Schneider,CAST_IN,Surf Ninjas
Surf Ninjas,HAS_CAST,Leslie Nielsen
Leslie Nielsen,CAST_IN,Surf Ninjas
Death Toll,HAS_GENRE,Action
Action,GENRE_OF,Death Toll
Death Toll,HAS_GENRE,Adventure
Adventure,GENRE_OF,Death Toll
Death Toll,HAS_GENRE,Thriller
Thriller,GENRE_OF,Death Toll
Death Toll,HAS_CAST,Lou Diamond Phillips
Lou Diamond Phillips,CAST_IN,Death Toll
Beverly Hills Cop,HAS_GENRE,Action
Action,GENRE_OF,Beverly Hills Cop
Beverly Hills Cop,HAS_GENRE,Comedy
Comedy,GENRE_OF,Beverly Hills Cop
Beverly Hills Cop,HAS_GENRE,Crime
Crime,GENRE_OF,Beverly Hills Cop
Beverly Hills Cop,HAS_CAST,Eddie Murphy
Eddie Murphy,CAST_IN,Beverly Hills Cop
Beverly Hills Cop,HAS_CAST,Judge Reinhold
Judge Reinhold,CAST_IN,Beverly Hills Cop
The Revenant,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Revenant
The Revenant,HAS_GENRE,Horror
Horror,GENRE_OF,The Revenant
Cowboy,HAS_GENRE,Western
Western,GENRE_OF,Cowboy
Cowboy,HAS_CAST,Jack Lemmon
Jack Lemmon,CAST_IN,Cowboy
Beauty and the Bestie,HAS_GENRE,Drama
Drama,GENRE_OF,Beauty and the Bestie
Beauty and the Bestie,HAS_GENRE,Action
Action,GENRE_OF,Beauty and the Bestie
Beauty and the Bestie,HAS_GENRE,Comedy
Comedy,GENRE_OF,Beauty and the Bestie
Saving Mr. Banks,HAS_GENRE,Comedy
Comedy,GENRE_OF,Saving Mr. Banks
Saving Mr. Banks,HAS_GENRE,Drama
Drama,GENRE_OF,Saving Mr. Banks
Saving Mr. Banks,HAS_GENRE,History
History,GENRE_OF,Saving Mr. Banks
Saving Mr. Banks,HAS_CAST,Emma Thompson
Emma Thompson,CAST_IN,Saving Mr. Banks
Saving Mr. Banks,HAS_CAST,Tom Hanks
Tom Hanks,CAST_IN,Saving Mr. Banks
Saving Mr. Banks,HAS_CAST,Colin Farrell
Colin Farrell,CAST_IN,Saving Mr. Banks
The Holy Mountain,HAS_GENRE,Drama
Drama,GENRE_OF,The Holy Mountain
The Tooth Fairy,HAS_GENRE,Horror
Horror,GENRE_OF,The Tooth Fairy
Deadroom,HAS_GENRE,Drama
Drama,GENRE_OF,Deadroom
The Square,HAS_GENRE,Drama
Drama,GENRE_OF,The Square
Fatty Joins the Force,HAS_GENRE,Comedy
Comedy,GENRE_OF,Fatty Joins the Force
The Great Mouse Detective,HAS_GENRE,Animation
Animation,GENRE_OF,The Great Mouse Detective
The Great Mouse Detective,HAS_GENRE,Family
Family,GENRE_OF,The Great Mouse Detective
The Great Mouse Detective,HAS_GENRE,Adventure
Adventure,GENRE_OF,The Great Mouse Detective
The Great Mouse Detective,HAS_GENRE,Mystery
Mystery,GENRE_OF,The Great Mouse Detective
The Great Mouse Detective,HAS_CAST,Vincent Price
Vincent Price,CAST_IN,The Great Mouse Detective
Shutter,HAS_GENRE,Horror
Horror,GENRE_OF,Shutter
Shutter,HAS_GENRE,Mystery
Mystery,GENRE_OF,Shutter
Shutter,HAS_GENRE,Thriller
Thriller,GENRE_OF,Shutter
Home Alone 2: Lost in New York,HAS_GENRE,Comedy
Comedy,GENRE_OF,Home Alone 2: Lost in New York
Home Alone 2: Lost in New York,HAS_GENRE,Family
Family,GENRE_OF,Home Alone 2: Lost in New York
Home Alone 2: Lost in New York,HAS_GENRE,Adventure
Adventure,GENRE_OF,Home Alone 2: Lost in New York
Home Alone 2: Lost in New York,HAS_CAST,Macaulay Culkin
Macaulay Culkin,CAST_IN,Home Alone 2: Lost in New York
Home Alone 2: Lost in New York,HAS_CAST,Joe Pesci
Joe Pesci,CAST_IN,Home Alone 2: Lost in New York
Home Alone 2: Lost in New York,HAS_DIRECTOR,Chris Columbus
Chris Columbus,DIRECTED,Home Alone 2: Lost in New York
Dial M for Murder,HAS_GENRE,Thriller
Thriller,GENRE_OF,Dial M for Murder
Dial M for Murder,HAS_GENRE,Crime
Crime,GENRE_OF,Dial M for Murder
Dial M for Murder,HAS_CAST,Grace Kelly
Grace Kelly,CAST_IN,Dial M for Murder
Dial M for Murder,HAS_DIRECTOR,Alfred Hitchcock
Alfred Hitchcock,DIRECTED,Dial M for Murder
Maya the Bee,HAS_GENRE,Family
Family,GENRE_OF,Maya the Bee
Maya the Bee,HAS_GENRE,Animation
Animation,GENRE_OF,Maya the Bee
Groundhog Day,HAS_GENRE,Romance
Romance,GENRE_OF,Groundhog Day
Groundhog Day,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Groundhog Day
Groundhog Day,HAS_GENRE,Drama
Drama,GENRE_OF,Groundhog Day
Groundhog Day,HAS_GENRE,Comedy
Comedy,GENRE_OF,Groundhog Day
Groundhog Day,HAS_CAST,Bill Murray
Bill Murray,CAST_IN,Groundhog Day
Secretary,HAS_GENRE,Comedy
Comedy,GENRE_OF,Secretary
Secretary,HAS_GENRE,Drama
Drama,GENRE_OF,Secretary
Secretary,HAS_GENRE,Romance
Romance,GENRE_OF,Secretary
Far and Away,HAS_GENRE,Adventure
Adventure,GENRE_OF,Far and Away
Far and Away,HAS_GENRE,Drama
Drama,GENRE_OF,Far and Away
Far and Away,HAS_GENRE,Romance
Romance,GENRE_OF,Far and Away
Far and Away,HAS_GENRE,Western
Western,GENRE_OF,Far and Away
Far and Away,HAS_CAST,Tom Cruise
Tom Cruise,CAST_IN,Far and Away
Far and Away,HAS_CAST,Nicole Kidman
Nicole Kidman,CAST_IN,Far and Away
Far and Away,HAS_DIRECTOR,Ron Howard
Ron Howard,DIRECTED,Far and Away
Norbit,HAS_GENRE,Comedy
Comedy,GENRE_OF,Norbit
Norbit,HAS_CAST,Eddie Murphy
Eddie Murphy,CAST_IN,Norbit
Norbit,HAS_CAST,Terry Crews
Terry Crews,CAST_IN,Norbit
From Beyond,HAS_GENRE,Horror
Horror,GENRE_OF,From Beyond
From Beyond,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,From Beyond
From Beyond,HAS_CAST,Ken Foree
Ken Foree,CAST_IN,From Beyond
Madea's Family Reunion,HAS_GENRE,Drama
Drama,GENRE_OF,Madea's Family Reunion
Madea's Family Reunion,HAS_GENRE,Comedy
Comedy,GENRE_OF,Madea's Family Reunion
Madea's Family Reunion,HAS_GENRE,Romance
Romance,GENRE_OF,Madea's Family Reunion
Madea's Family Reunion,HAS_CAST,Tyler Perry
Tyler Perry,CAST_IN,Madea's Family Reunion
Madea's Family Reunion,HAS_DIRECTOR,Tyler Perry
Tyler Perry,DIRECTED,Madea's Family Reunion
Madea's Family Reunion,HAS_WRITER,Tyler Perry
Tyler Perry,WROTE,Madea's Family Reunion
Spetters,HAS_GENRE,Drama
Drama,GENRE_OF,Spetters
Spetters,HAS_GENRE,Romance
Romance,GENRE_OF,Spetters
Amityville: The Awakening,HAS_GENRE,Thriller
Thriller,GENRE_OF,Amityville: The Awakening
Amityville: The Awakening,HAS_GENRE,Horror
Horror,GENRE_OF,Amityville: The Awakening
Amityville: The Awakening,HAS_CAST,Bella Thorne
Bella Thorne,CAST_IN,Amityville: The Awakening
"Yours, Mine & Ours",HAS_GENRE,Comedy
Comedy,GENRE_OF,"Yours, Mine & Ours"
"Yours, Mine & Ours",HAS_GENRE,Family
Family,GENRE_OF,"Yours, Mine & Ours"
"Yours, Mine & Ours",HAS_GENRE,Romance
Romance,GENRE_OF,"Yours, Mine & Ours"
"Yours, Mine & Ours",HAS_CAST,Dennis Quaid
Dennis Quaid,CAST_IN,"Yours, Mine & Ours"
Evan Almighty,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Evan Almighty
Evan Almighty,HAS_GENRE,Comedy
Comedy,GENRE_OF,Evan Almighty
Evan Almighty,HAS_GENRE,Family
Family,GENRE_OF,Evan Almighty
Evan Almighty,HAS_CAST,Steve Carell
Steve Carell,CAST_IN,Evan Almighty
Evan Almighty,HAS_CAST,Morgan Freeman
Morgan Freeman,CAST_IN,Evan Almighty
Evan Almighty,HAS_CAST,Lauren Graham
Lauren Graham,CAST_IN,Evan Almighty
Serenity,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Serenity
Serenity,HAS_GENRE,Action
Action,GENRE_OF,Serenity
Serenity,HAS_GENRE,Adventure
Adventure,GENRE_OF,Serenity
Serenity,HAS_GENRE,Thriller
Thriller,GENRE_OF,Serenity
Serenity,HAS_DIRECTOR,Joss Whedon
Joss Whedon,DIRECTED,Serenity
Serenity,HAS_WRITER,Joss Whedon
Joss Whedon,WROTE,Serenity
Apocalypse Now,HAS_GENRE,Drama
Drama,GENRE_OF,Apocalypse Now
Apocalypse Now,HAS_GENRE,War
War,GENRE_OF,Apocalypse Now
Apocalypse Now,HAS_CAST,Laurence Fishburne
Laurence Fishburne,CAST_IN,Apocalypse Now
Everly,HAS_GENRE,Thriller
Thriller,GENRE_OF,Everly
Everly,HAS_GENRE,Action
Action,GENRE_OF,Everly
Everly,HAS_CAST,Salma Hayek Pinault
Salma Hayek Pinault,CAST_IN,Everly
Jihad: A Story of the Others,HAS_GENRE,Documentary
Documentary,GENRE_OF,Jihad: A Story of the Others
The Shootist,HAS_GENRE,Western
Western,GENRE_OF,The Shootist
The Shootist,HAS_GENRE,Drama
Drama,GENRE_OF,The Shootist
The Shootist,HAS_CAST,John Wayne
John Wayne,CAST_IN,The Shootist
The Shootist,HAS_CAST,Lauren Bacall
Lauren Bacall,CAST_IN,The Shootist
The Shootist,HAS_CAST,Ron Howard
Ron Howard,CAST_IN,The Shootist
The Danish Girl,HAS_GENRE,Drama
Drama,GENRE_OF,The Danish Girl
RoboCop,HAS_GENRE,Action
Action,GENRE_OF,RoboCop
RoboCop,HAS_GENRE,Thriller
Thriller,GENRE_OF,RoboCop
RoboCop,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,RoboCop
RoboCop,HAS_CAST,Nancy Allen
Nancy Allen,CAST_IN,RoboCop
Cyrano de Bergerac,HAS_GENRE,Drama
Drama,GENRE_OF,Cyrano de Bergerac
Cyrano de Bergerac,HAS_GENRE,Comedy
Comedy,GENRE_OF,Cyrano de Bergerac
Cyrano de Bergerac,HAS_GENRE,History
History,GENRE_OF,Cyrano de Bergerac
Cyrano de Bergerac,HAS_GENRE,Romance
Romance,GENRE_OF,Cyrano de Bergerac
X-Men,HAS_GENRE,Action
Action,GENRE_OF,X-Men
X-Men,HAS_GENRE,Adventure
Adventure,GENRE_OF,X-Men
X-Men,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,X-Men
X-Men,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,X-Men
X-Men,HAS_CAST,James McAvoy
James McAvoy,CAST_IN,X-Men
X-Men,HAS_CAST,Michael Fassbender
Michael Fassbender,CAST_IN,X-Men
X-Men,HAS_CAST,Jennifer Lawrence
Jennifer Lawrence,CAST_IN,X-Men
Fast & Furious,HAS_GENRE,Action
Action,GENRE_OF,Fast & Furious
Fast & Furious,HAS_GENRE,Crime
Crime,GENRE_OF,Fast & Furious
Fast & Furious,HAS_GENRE,Drama
Drama,GENRE_OF,Fast & Furious
Fast & Furious,HAS_GENRE,Thriller
Thriller,GENRE_OF,Fast & Furious
Fast & Furious,HAS_CAST,Vin Diesel
Vin Diesel,CAST_IN,Fast & Furious
Fast & Furious,HAS_CAST,Paul Walker
Paul Walker,CAST_IN,Fast & Furious
Fast & Furious,HAS_CAST,Michelle Rodriguez
Michelle Rodriguez,CAST_IN,Fast & Furious
Night Train,HAS_GENRE,Thriller
Thriller,GENRE_OF,Night Train
Night Train,HAS_GENRE,Crime
Crime,GENRE_OF,Night Train
Night Train,HAS_GENRE,Horror
Horror,GENRE_OF,Night Train
Night Train,HAS_CAST,Danny Glover
Danny Glover,CAST_IN,Night Train
Night Train,HAS_CAST,Steve Zahn
Steve Zahn,CAST_IN,Night Train
Psych-Out,HAS_GENRE,Drama
Drama,GENRE_OF,Psych-Out
Psych-Out,HAS_GENRE,Thriller
Thriller,GENRE_OF,Psych-Out
Psych-Out,HAS_GENRE,Music
Music,GENRE_OF,Psych-Out
Psych-Out,HAS_CAST,Jack Nicholson
Jack Nicholson,CAST_IN,Psych-Out
Deranged,HAS_GENRE,Crime
Crime,GENRE_OF,Deranged
Deranged,HAS_GENRE,Horror
Horror,GENRE_OF,Deranged
Deranged,HAS_GENRE,Thriller
Thriller,GENRE_OF,Deranged
Charlie's Angels,HAS_GENRE,Action
Action,GENRE_OF,Charlie's Angels
Charlie's Angels,HAS_GENRE,Adventure
Adventure,GENRE_OF,Charlie's Angels
Charlie's Angels,HAS_GENRE,Comedy
Comedy,GENRE_OF,Charlie's Angels
Charlie's Angels,HAS_CAST,Kristen Stewart
Kristen Stewart,CAST_IN,Charlie's Angels
Charlie's Angels,HAS_CAST,Patrick Stewart
Patrick Stewart,CAST_IN,Charlie's Angels
Faces in the Crowd,HAS_GENRE,Thriller
Thriller,GENRE_OF,Faces in the Crowd
Faces in the Crowd,HAS_GENRE,Crime
Crime,GENRE_OF,Faces in the Crowd
Faces in the Crowd,HAS_CAST,Milla Jovovich
Milla Jovovich,CAST_IN,Faces in the Crowd
Tiger Zinda Hai,HAS_GENRE,Action
Action,GENRE_OF,Tiger Zinda Hai
Tiger Zinda Hai,HAS_GENRE,Adventure
Adventure,GENRE_OF,Tiger Zinda Hai
Tiger Zinda Hai,HAS_GENRE,Thriller
Thriller,GENRE_OF,Tiger Zinda Hai
Being Elmo: A Puppeteer's Journey,HAS_GENRE,Documentary
Documentary,GENRE_OF,Being Elmo: A Puppeteer's Journey
Being Elmo: A Puppeteer's Journey,HAS_CAST,Whoopi Goldberg
Whoopi Goldberg,CAST_IN,Being Elmo: A Puppeteer's Journey
Idiocracy,HAS_GENRE,Comedy
Comedy,GENRE_OF,Idiocracy
Idiocracy,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Idiocracy
Idiocracy,HAS_GENRE,Adventure
Adventure,GENRE_OF,Idiocracy
Idiocracy,HAS_CAST,Luke Wilson
Luke Wilson,CAST_IN,Idiocracy
Idiocracy,HAS_CAST,Maya Rudolph
Maya Rudolph,CAST_IN,Idiocracy
Idiocracy,HAS_CAST,Dax Shepard
Dax Shepard,CAST_IN,Idiocracy
Idiocracy,HAS_CAST,Terry Crews
Terry Crews,CAST_IN,Idiocracy
Seed of Chucky,HAS_GENRE,Comedy
Comedy,GENRE_OF,Seed of Chucky
Seed of Chucky,HAS_GENRE,Horror
Horror,GENRE_OF,Seed of Chucky
Seed of Chucky,HAS_GENRE,Thriller
Thriller,GENRE_OF,Seed of Chucky
A Midsummer Night's Dream,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,A Midsummer Night's Dream
A Midsummer Night's Dream,HAS_GENRE,Comedy
Comedy,GENRE_OF,A Midsummer Night's Dream
A Midsummer Night's Dream,HAS_GENRE,Romance
Romance,GENRE_OF,A Midsummer Night's Dream
A Midsummer Night's Dream,HAS_CAST,Kevin Kline
Kevin Kline,CAST_IN,A Midsummer Night's Dream
A Midsummer Night's Dream,HAS_CAST,Stanley Tucci
