SUBJECT,RELATION,OBJECT_PROPERTY
Crime,GENRE_OF,Tokusou Sentai Dekaranger The Movie: Full Blast Action
Tokusou Sentai Dekaranger The Movie: Full Blast Action,HAS_GENRE,Crime
Science Fiction,GENRE_OF,Tokusou Sentai Dekaranger The Movie: Full Blast Action
Tokusou Sentai Dekaranger The Movie: Full Blast Action,HAS_GENRE,Science Fiction
Adventure,GENRE_OF,Tokusou Sentai Dekaranger The Movie: Full Blast Action
Tokusou Sentai Dekaranger The Movie: Full Blast Action,HAS_GENRE,Adventure
Action,GENRE_OF,Tokusou Sentai Dekaranger The Movie: Full Blast Action
Tokusou Sentai Dekaranger The Movie: Full Blast Action,HAS_GENRE,Action
Michael Sheen,CAST_IN,The Queen
The Queen,HAS_CAST,Michael Sheen
Helen Mirren,CAST_IN,The Queen
The Queen,HAS_CAST,Helen Mirren
History,GENRE_OF,The Queen
The Queen,HAS_GENRE,History
Horror,GENRE_OF,The Queen
The Queen,HAS_GENRE,Horror
Fantasy,GENRE_OF,The Queen
The Queen,HAS_GENRE,Fantasy
Drama,GENRE_OF,The Queen
The Queen,HAS_GENRE,Drama
Kevin Bacon,CAST_IN,The River Wild
The River Wild,HAS_CAST,Kevin Bacon
Meryl Streep,CAST_IN,The River Wild
The River Wild,HAS_CAST,Meryl Streep
Thriller,GENRE_OF,The River Wild
The River Wild,HAS_GENRE,Thriller
Adventure,GENRE_OF,The River Wild
The River Wild,HAS_GENRE,Adventure
Horror,GENRE_OF,Encounters of the Spooky Kind
Encounters of the Spooky Kind,HAS_GENRE,Horror
Fantasy,GENRE_OF,Encounters of the Spooky Kind
Encounters of the Spooky Kind,HAS_GENRE,Fantasy
Comedy,GENRE_OF,Encounters of the Spooky Kind
Encounters of the Spooky Kind,HAS_GENRE,Comedy
Action,GENRE_OF,Encounters of the Spooky Kind
Encounters of the Spooky Kind,HAS_GENRE,Action
Audrey Hepburn,CAST_IN,Two for the Road
Two for the Road,HAS_CAST,Audrey Hepburn
Romance,GENRE_OF,Two for the Road
Two for the Road,HAS_GENRE,Romance
Drama,GENRE_OF,Two for the Road
Two for the Road,HAS_GENRE,Drama
Comedy,GENRE_OF,Two for the Road
Two for the Road,HAS_GENRE,Comedy
Horror,GENRE_OF,Leprechaun 3
Leprechaun 3,HAS_GENRE,Horror
Comedy,GENRE_OF,Leprechaun 3
Leprechaun 3,HAS_GENRE,Comedy
Jonah Hill,CAST_IN,The Watch
The Watch,HAS_CAST,Jonah Hill
Vince Vaughn,CAST_IN,The Watch
The Watch,HAS_CAST,Vince Vaughn
Ben Stiller,CAST_IN,The Watch
The Watch,HAS_CAST,Ben Stiller
Science Fiction,GENRE_OF,The Watch
The Watch,HAS_GENRE,Science Fiction
Action,GENRE_OF,The Watch
The Watch,HAS_GENRE,Action
Comedy,GENRE_OF,The Watch
The Watch,HAS_GENRE,Comedy
Nancy Allen,CAST_IN,The Patriots
The Patriots,HAS_CAST,Nancy Allen
Crime,GENRE_OF,The Patriots
The Patriots,HAS_GENRE,Crime
Drama,GENRE_OF,The Patriots
The Patriots,HAS_GENRE,Drama
Cuba Gooding Jr.,CAST_IN,Daddy Day Camp
Daddy Day Camp,HAS_CAST,Cuba Gooding Jr.
Comedy,GENRE_OF,Daddy Day Camp
Daddy Day Camp,HAS_GENRE,Comedy
Family,GENRE_OF,Daddy Day Camp
Daddy Day Camp,HAS_GENRE,Family
Danny DeVito,CAST_IN,Look Who's Talking Now
Look Who's Talking Now,HAS_CAST,Danny DeVito
Diane Keaton,CAST_IN,Look Who's Talking Now
Look Who's Talking Now,HAS_CAST,Diane Keaton
John Travolta,CAST_IN,Look Who's Talking Now
Look Who's Talking Now,HAS_CAST,John Travolta
Family,GENRE_OF,Look Who's Talking Now
Look Who's Talking Now,HAS_GENRE,Family
Comedy,GENRE_OF,Look Who's Talking Now
Look Who's Talking Now,HAS_GENRE,Comedy
Romance,GENRE_OF,Look Who's Talking Now
Look Who's Talking Now,HAS_GENRE,Romance
Thriller,GENRE_OF,Commando 2
Commando 2,HAS_GENRE,Thriller
Action,GENRE_OF,Commando 2
Commando 2,HAS_GENRE,Action
Thriller,GENRE_OF,The Hatching
The Hatching,HAS_GENRE,Thriller
Crime,GENRE_OF,The Hatching
The Hatching,HAS_GENRE,Crime
Dustin Hoffman,CAST_IN,The Cobbler
The Cobbler,HAS_CAST,Dustin Hoffman
Steve Buscemi,CAST_IN,The Cobbler
The Cobbler,HAS_CAST,Steve Buscemi
Adam Sandler,CAST_IN,The Cobbler
The Cobbler,HAS_CAST,Adam Sandler
Drama,GENRE_OF,The Cobbler
The Cobbler,HAS_GENRE,Drama
Comedy,GENRE_OF,The Cobbler
The Cobbler,HAS_GENRE,Comedy
Fantasy,GENRE_OF,The Cobbler
The Cobbler,HAS_GENRE,Fantasy
Bradley Cooper,CAST_IN,Guardians of the Galaxy
Guardians of the Galaxy,HAS_CAST,Bradley Cooper
Vin Diesel,CAST_IN,Guardians of the Galaxy
Guardians of the Galaxy,HAS_CAST,Vin Diesel
Chris Pratt,CAST_IN,Guardians of the Galaxy
Guardians of the Galaxy,HAS_CAST,Chris Pratt
Adventure,GENRE_OF,Guardians of the Galaxy
Guardians of the Galaxy,HAS_GENRE,Adventure
Science Fiction,GENRE_OF,Guardians of the Galaxy
Guardians of the Galaxy,HAS_GENRE,Science Fiction
Action,GENRE_OF,Guardians of the Galaxy
Guardians of the Galaxy,HAS_GENRE,Action
Judd Apatow,DIRECTED,Knocked Up
Knocked Up,HAS_DIRECTOR,Judd Apatow
Leslie Mann,CAST_IN,Knocked Up
Knocked Up,HAS_CAST,Leslie Mann
Paul Rudd,CAST_IN,Knocked Up
Knocked Up,HAS_CAST,Paul Rudd
Katherine Heigl,CAST_IN,Knocked Up
Knocked Up,HAS_CAST,Katherine Heigl
Seth Rogen,CAST_IN,Knocked Up
Knocked Up,HAS_CAST,Seth Rogen
Drama,GENRE_OF,Knocked Up
Knocked Up,HAS_GENRE,Drama
Romance,GENRE_OF,Knocked Up
Knocked Up,HAS_GENRE,Romance
Comedy,GENRE_OF,Knocked Up
Knocked Up,HAS_GENRE,Comedy
Action,GENRE_OF,Lone Wolf and Cub: Sword of Vengeance
Lone Wolf and Cub: Sword of Vengeance,HAS_GENRE,Action
Drama,GENRE_OF,Lone Wolf and Cub: Sword of Vengeance
Lone Wolf and Cub: Sword of Vengeance,HAS_GENRE,Drama
misc,GENRE_OF,Happy Madison Productions
Happy Madison Productions,HAS_GENRE,misc
Crime,GENRE_OF,I Spit on Your Grave 2
I Spit on Your Grave 2,HAS_GENRE,Crime
Horror,GENRE_OF,I Spit on Your Grave 2
I Spit on Your Grave 2,HAS_GENRE,Horror
Thriller,GENRE_OF,I Spit on Your Grave 2
I Spit on Your Grave 2,HAS_GENRE,Thriller
Fred Astaire,CAST_IN,Funny Face
Funny Face,HAS_CAST,Fred Astaire
Audrey Hepburn,CAST_IN,Funny Face
Funny Face,HAS_CAST,Audrey Hepburn
Music,GENRE_OF,Funny Face
Funny Face,HAS_GENRE,Music
Romance,GENRE_OF,Funny Face
Funny Face,HAS_GENRE,Romance
Comedy,GENRE_OF,Funny Face
Funny Face,HAS_GENRE,Comedy
Horror,GENRE_OF,Annabelle
Annabelle,HAS_GENRE,Horror
Peter Dinklage,CAST_IN,Death at a Funeral
Death at a Funeral,HAS_CAST,Peter Dinklage
Drama,GENRE_OF,Death at a Funeral
Death at a Funeral,HAS_GENRE,Drama
Regina Hall,CAST_IN,Death at a Funeral
Death at a Funeral,HAS_CAST,Regina Hall
Martin Lawrence,CAST_IN,Death at a Funeral
Death at a Funeral,HAS_CAST,Martin Lawrence
Chris Rock,CAST_IN,Death at a Funeral
Death at a Funeral,HAS_CAST,Chris Rock
Comedy,GENRE_OF,Death at a Funeral
Death at a Funeral,HAS_GENRE,Comedy
Billy Zane,CAST_IN,Head Above Water
Head Above Water,HAS_CAST,Billy Zane
Cameron Diaz,CAST_IN,Head Above Water
Head Above Water,HAS_CAST,Cameron Diaz
Thriller,GENRE_OF,Head Above Water
Head Above Water,HAS_GENRE,Thriller
Comedy,GENRE_OF,Head Above Water
Head Above Water,HAS_GENRE,Comedy
Tyler Perry,WROTE,Daddy's Little Girls
Daddy's Little Girls,HAS_WRITER,Tyler Perry
Tyler Perry,DIRECTED,Daddy's Little Girls
Daddy's Little Girls,HAS_DIRECTOR,Tyler Perry
Idris Elba,CAST_IN,Daddy's Little Girls
Daddy's Little Girls,HAS_CAST,Idris Elba
Romance,GENRE_OF,Daddy's Little Girls
Daddy's Little Girls,HAS_GENRE,Romance
Drama,GENRE_OF,Daddy's Little Girls
Daddy's Little Girls,HAS_GENRE,Drama
Comedy,GENRE_OF,Daddy's Little Girls
Daddy's Little Girls,HAS_GENRE,Comedy
Mystery,GENRE_OF,Super Troopers 2
Super Troopers 2,HAS_GENRE,Mystery
Crime,GENRE_OF,Super Troopers 2
Super Troopers 2,HAS_GENRE,Crime
Comedy,GENRE_OF,Super Troopers 2
Super Troopers 2,HAS_GENRE,Comedy
Jamie Lee Curtis,CAST_IN,Prom Night
Prom Night,HAS_CAST,Jamie Lee Curtis
Leslie Nielsen,CAST_IN,Prom Night
Prom Night,HAS_CAST,Leslie Nielsen
Thriller,GENRE_OF,Prom Night
Prom Night,HAS_GENRE,Thriller
Mystery,GENRE_OF,Prom Night
Prom Night,HAS_GENRE,Mystery
Horror,GENRE_OF,Prom Night
Prom Night,HAS_GENRE,Horror
Jeff Bridges,CAST_IN,Only the Brave
Only the Brave,HAS_CAST,Jeff Bridges
Miles Teller,CAST_IN,Only the Brave
Only the Brave,HAS_CAST,Miles Teller
Josh Brolin,CAST_IN,Only the Brave
Only the Brave,HAS_CAST,Josh Brolin
Action,GENRE_OF,Only the Brave
Only the Brave,HAS_GENRE,Action
Drama,GENRE_OF,Only the Brave
Only the Brave,HAS_GENRE,Drama
Steve McQueen,CAST_IN,The Cincinnati Kid
The Cincinnati Kid,HAS_CAST,Steve McQueen
Drama,GENRE_OF,The Cincinnati Kid
The Cincinnati Kid,HAS_GENRE,Drama
Susan Sarandon,CAST_IN,The Big Wedding
The Big Wedding,HAS_CAST,Susan Sarandon
Amanda Seyfried,CAST_IN,The Big Wedding
The Big Wedding,HAS_CAST,Amanda Seyfried
Diane Keaton,CAST_IN,The Big Wedding
The Big Wedding,HAS_CAST,Diane Keaton
Robert De Niro,CAST_IN,The Big Wedding
The Big Wedding,HAS_CAST,Robert De Niro
Comedy,GENRE_OF,The Big Wedding
The Big Wedding,HAS_GENRE,Comedy
Drama,GENRE_OF,Foul Play
Foul Play,HAS_GENRE,Drama
Comedy,GENRE_OF,Foul Play
Foul Play,HAS_GENRE,Comedy
Kurt Russell,CAST_IN,The Computer Wore Tennis Shoes
The Computer Wore Tennis Shoes,HAS_CAST,Kurt Russell
Drama,GENRE_OF,The Computer Wore Tennis Shoes
The Computer Wore Tennis Shoes,HAS_GENRE,Drama
Family,GENRE_OF,The Computer Wore Tennis Shoes
The Computer Wore Tennis Shoes,HAS_GENRE,Family
Comedy,GENRE_OF,The Computer Wore Tennis Shoes
The Computer Wore Tennis Shoes,HAS_GENRE,Comedy
Charles Bronson,CAST_IN,The Magnificent Seven
The Magnificent Seven,HAS_CAST,Charles Bronson
Steve McQueen,CAST_IN,The Magnificent Seven
The Magnificent Seven,HAS_CAST,Steve McQueen
Ethan Hawke,CAST_IN,The Magnificent Seven
The Magnificent Seven,HAS_CAST,Ethan Hawke
Chris Pratt,CAST_IN,The Magnificent Seven
The Magnificent Seven,HAS_CAST,Chris Pratt
Denzel Washington,CAST_IN,The Magnificent Seven
The Magnificent Seven,HAS_CAST,Denzel Washington
Western,GENRE_OF,The Magnificent Seven
The Magnificent Seven,HAS_GENRE,Western
Action,GENRE_OF,The Magnificent Seven
The Magnificent Seven,HAS_GENRE,Action
Adventure,GENRE_OF,The Magnificent Seven
The Magnificent Seven,HAS_GENRE,Adventure
misc,GENRE_OF,Kevin Hart: What Now%3F
Kevin Hart: What Now%3F,HAS_GENRE,misc
Abigail Breslin,CAST_IN,Zombieland
Zombieland,HAS_CAST,Abigail Breslin
Emma Stone,CAST_IN,Zombieland
Zombieland,HAS_CAST,Emma Stone
Jesse Eisenberg,CAST_IN,Zombieland
Zombieland,HAS_CAST,Jesse Eisenberg
Woody Harrelson,CAST_IN,Zombieland
Zombieland,HAS_CAST,Woody Harrelson
Horror,GENRE_OF,Zombieland
Zombieland,HAS_GENRE,Horror
Comedy,GENRE_OF,Zombieland
Zombieland,HAS_GENRE,Comedy
James Mangold,WROTE,Indiana Jones
Indiana Jones,HAS_WRITER,James Mangold
James Mangold,DIRECTED,Indiana Jones
Indiana Jones,HAS_DIRECTOR,James Mangold
Harrison Ford,CAST_IN,Indiana Jones
Indiana Jones,HAS_CAST,Harrison Ford
Action,GENRE_OF,Indiana Jones
Indiana Jones,HAS_GENRE,Action
Adventure,GENRE_OF,Indiana Jones
Indiana Jones,HAS_GENRE,Adventure
Ron Howard,DIRECTED,The Dilemma
The Dilemma,HAS_DIRECTOR,Ron Howard
Queen Latifah,CAST_IN,The Dilemma
The Dilemma,HAS_CAST,Queen Latifah
Winona Ryder,CAST_IN,The Dilemma
The Dilemma,HAS_CAST,Winona Ryder
Kevin James,CAST_IN,The Dilemma
The Dilemma,HAS_CAST,Kevin James
Vince Vaughn,CAST_IN,The Dilemma
The Dilemma,HAS_CAST,Vince Vaughn
Drama,GENRE_OF,The Dilemma
The Dilemma,HAS_GENRE,Drama
Comedy,GENRE_OF,The Dilemma
The Dilemma,HAS_GENRE,Comedy
Jeff Daniels,CAST_IN,Speed
Speed,HAS_CAST,Jeff Daniels
Sandra Bullock,CAST_IN,Speed
Speed,HAS_CAST,Sandra Bullock
Dennis Hopper,CAST_IN,Speed
Speed,HAS_CAST,Dennis Hopper
Keanu Reeves,CAST_IN,Speed
Speed,HAS_CAST,Keanu Reeves
Crime,GENRE_OF,Speed
Speed,HAS_GENRE,Crime
Adventure,GENRE_OF,Speed
Speed,HAS_GENRE,Adventure
Action,GENRE_OF,Speed
Speed,HAS_GENRE,Action
Documentary,GENRE_OF,Speed
Speed,HAS_GENRE,Documentary
Romance,GENRE_OF,Little England
Little England,HAS_GENRE,Romance
Drama,GENRE_OF,Little England
Little England,HAS_GENRE,Drama
Will Smith,CAST_IN,Men in Black
Men in Black,HAS_CAST,Will Smith
Tommy Lee Jones,CAST_IN,Men in Black
Men in Black,HAS_CAST,Tommy Lee Jones
Science Fiction,GENRE_OF,Men in Black
Men in Black,HAS_GENRE,Science Fiction
Adventure,GENRE_OF,Men in Black
Men in Black,HAS_GENRE,Adventure
Action,GENRE_OF,Men in Black
Men in Black,HAS_GENRE,Action
Comedy,GENRE_OF,Men in Black
Men in Black,HAS_GENRE,Comedy
War,GENRE_OF,The Fifth Seal
The Fifth Seal,HAS_GENRE,War
Drama,GENRE_OF,The Fifth Seal
The Fifth Seal,HAS_GENRE,Drama
Comedy,GENRE_OF,The Bad News Bears
The Bad News Bears,HAS_GENRE,Comedy
Family,GENRE_OF,The Bad News Bears
The Bad News Bears,HAS_GENRE,Family
Tim Burton,DIRECTED,Corpse Bride
Corpse Bride,HAS_DIRECTOR,Tim Burton
Emily Watson,CAST_IN,Corpse Bride
Corpse Bride,HAS_CAST,Emily Watson
Johnny Depp,CAST_IN,Corpse Bride
Corpse Bride,HAS_CAST,Johnny Depp
Animation,GENRE_OF,Corpse Bride
Corpse Bride,HAS_GENRE,Animation
Fantasy,GENRE_OF,Corpse Bride
Corpse Bride,HAS_GENRE,Fantasy
Romance,GENRE_OF,Corpse Bride
Corpse Bride,HAS_GENRE,Romance
Julie Andrews,CAST_IN,The Princess Diaries 2: Royal Engagement
The Princess Diaries 2: Royal Engagement,HAS_CAST,Julie Andrews
Anne Hathaway,CAST_IN,The Princess Diaries 2: Royal Engagement
The Princess Diaries 2: Royal Engagement,HAS_CAST,Anne Hathaway
Romance,GENRE_OF,The Princess Diaries 2: Royal Engagement
The Princess Diaries 2: Royal Engagement,HAS_GENRE,Romance
Family,GENRE_OF,The Princess Diaries 2: Royal Engagement
The Princess Diaries 2: Royal Engagement,HAS_GENRE,Family
Drama,GENRE_OF,The Princess Diaries 2: Royal Engagement
The Princess Diaries 2: Royal Engagement,HAS_GENRE,Drama
Comedy,GENRE_OF,The Princess Diaries 2: Royal Engagement
The Princess Diaries 2: Royal Engagement,HAS_GENRE,Comedy
Fantasy,GENRE_OF,The Lovers
The Lovers,HAS_GENRE,Fantasy
Family,GENRE_OF,The Lovers
The Lovers,HAS_GENRE,Family
Drama,GENRE_OF,The Lovers
The Lovers,HAS_GENRE,Drama
Josh Hartnett,CAST_IN,The Lovers
The Lovers,HAS_CAST,Josh Hartnett
Romance,GENRE_OF,The Lovers
The Lovers,HAS_GENRE,Romance
Science Fiction,GENRE_OF,The Lovers
The Lovers,HAS_GENRE,Science Fiction
Adventure,GENRE_OF,The Lovers
The Lovers,HAS_GENRE,Adventure
Action,GENRE_OF,The Lovers
The Lovers,HAS_GENRE,Action
Crime,GENRE_OF,Casting JonBenet
Casting JonBenet,HAS_GENRE,Crime
Documentary,GENRE_OF,Casting JonBenet
Casting JonBenet,HAS_GENRE,Documentary
Drama,GENRE_OF,Nora
Nora,HAS_GENRE,Drama
Barack Obama,CAST_IN,2016: Obama's America
2016: Obama's America,HAS_CAST,Barack Obama
Fantasy,GENRE_OF,2016: Obama's America
2016: Obama's America,HAS_GENRE,Fantasy
Documentary,GENRE_OF,2016: Obama's America
2016: Obama's America,HAS_GENRE,Documentary
Horror,GENRE_OF,My Friend Dahmer
My Friend Dahmer,HAS_GENRE,Horror
Crime,GENRE_OF,My Friend Dahmer
My Friend Dahmer,HAS_GENRE,Crime
Drama,GENRE_OF,My Friend Dahmer
My Friend Dahmer,HAS_GENRE,Drama
History,GENRE_OF,My Friend Dahmer
My Friend Dahmer,HAS_GENRE,History
Thriller,GENRE_OF,Ten Dead Men
Ten Dead Men,HAS_GENRE,Thriller
Action,GENRE_OF,Ten Dead Men
Ten Dead Men,HAS_GENRE,Action
misc,GENRE_OF,Pinocchio
Pinocchio,HAS_GENRE,misc
Comedy,GENRE_OF,Pinocchio
Pinocchio,HAS_GENRE,Comedy
Fantasy,GENRE_OF,Pinocchio
Pinocchio,HAS_GENRE,Fantasy
Adventure,GENRE_OF,Pinocchio
Pinocchio,HAS_GENRE,Adventure
Drama,GENRE_OF,Pinocchio
Pinocchio,HAS_GENRE,Drama
Family,GENRE_OF,Pinocchio
Pinocchio,HAS_GENRE,Family
Animation,GENRE_OF,Pinocchio
Pinocchio,HAS_GENRE,Animation
Jamel Debbouze,CAST_IN,Days of Glory
Days of Glory,HAS_CAST,Jamel Debbouze
War,GENRE_OF,Days of Glory
Days of Glory,HAS_GENRE,War
History,GENRE_OF,Days of Glory
Days of Glory,HAS_GENRE,History
Drama,GENRE_OF,Days of Glory
Days of Glory,HAS_GENRE,Drama
Shane West,CAST_IN,Get Over It
Get Over It,HAS_CAST,Shane West
Ben Foster,CAST_IN,Get Over It
Get Over It,HAS_CAST,Ben Foster
Romance,GENRE_OF,Get Over It
Get Over It,HAS_GENRE,Romance
Comedy,GENRE_OF,Get Over It
Get Over It,HAS_GENRE,Comedy
Comedy,GENRE_OF,"Dirty Mary, Crazy Larry"
"Dirty Mary, Crazy Larry",HAS_GENRE,Comedy
Crime,GENRE_OF,"Dirty Mary, Crazy Larry"
"Dirty Mary, Crazy Larry",HAS_GENRE,Crime
Adventure,GENRE_OF,"Dirty Mary, Crazy Larry"
"Dirty Mary, Crazy Larry",HAS_GENRE,Adventure
Action,GENRE_OF,"Dirty Mary, Crazy Larry"
"Dirty Mary, Crazy Larry",HAS_GENRE,Action
Romance,GENRE_OF,Because of You
Because of You,HAS_GENRE,Romance
Drama,GENRE_OF,Because of You
Because of You,HAS_GENRE,Drama
TV Movie,GENRE_OF,Mansfield Park
Mansfield Park,HAS_GENRE,TV Movie
Drama,GENRE_OF,Mansfield Park
Mansfield Park,HAS_GENRE,Drama
Romance,GENRE_OF,Mansfield Park
Mansfield Park,HAS_GENRE,Romance
misc,GENRE_OF,Hauling
Hauling,HAS_GENRE,misc
Michael Douglas,CAST_IN,Fatal Attraction
Fatal Attraction,HAS_CAST,Michael Douglas
Thriller,GENRE_OF,Fatal Attraction
Fatal Attraction,HAS_GENRE,Thriller
Drama,GENRE_OF,Fatal Attraction
Fatal Attraction,HAS_GENRE,Drama
misc,GENRE_OF,Requiem
Requiem,HAS_GENRE,misc
Jeff Goldblum,CAST_IN,Hotel Artemis
Hotel Artemis,HAS_CAST,Jeff Goldblum
Jodie Foster,CAST_IN,Hotel Artemis
Hotel Artemis,HAS_CAST,Jodie Foster
Action,GENRE_OF,Hotel Artemis
Hotel Artemis,HAS_GENRE,Action
Science Fiction,GENRE_OF,Hotel Artemis
Hotel Artemis,HAS_GENRE,Science Fiction
Thriller,GENRE_OF,Hotel Artemis
Hotel Artemis,HAS_GENRE,Thriller
Family,GENRE_OF,Oliver & Company
Oliver & Company,HAS_GENRE,Family
Comedy,GENRE_OF,Oliver & Company
Oliver & Company,HAS_GENRE,Comedy
Animation,GENRE_OF,Oliver & Company
Oliver & Company,HAS_GENRE,Animation
Ben Foster,CAST_IN,Hostage
Hostage,HAS_CAST,Ben Foster
Bruce Willis,CAST_IN,Hostage
Hostage,HAS_CAST,Bruce Willis
Crime,GENRE_OF,Hostage
Hostage,HAS_GENRE,Crime
Thriller,GENRE_OF,Hostage
Hostage,HAS_GENRE,Thriller
Action,GENRE_OF,Hostage
Hostage,HAS_GENRE,Action
Eddie Murphy,CAST_IN,Bowfinger
Bowfinger,HAS_CAST,Eddie Murphy
Steve Martin,CAST_IN,Bowfinger
Bowfinger,HAS_CAST,Steve Martin
Comedy,GENRE_OF,Bowfinger
Bowfinger,HAS_GENRE,Comedy
Adventure,GENRE_OF,Lady and the Tramp II: Scamp's Adventure
Lady and the Tramp II: Scamp's Adventure,HAS_GENRE,Adventure
Romance,GENRE_OF,Lady and the Tramp II: Scamp's Adventure
Lady and the Tramp II: Scamp's Adventure,HAS_GENRE,Romance
Animation,GENRE_OF,Lady and the Tramp II: Scamp's Adventure
Lady and the Tramp II: Scamp's Adventure,HAS_GENRE,Animation
Family,GENRE_OF,Lady and the Tramp II: Scamp's Adventure
Lady and the Tramp II: Scamp's Adventure,HAS_GENRE,Family
Regina Hall,CAST_IN,When the Bough Breaks
When the Bough Breaks,HAS_CAST,Regina Hall
Morris Chestnut,CAST_IN,When the Bough Breaks
When the Bough Breaks,HAS_CAST,Morris Chestnut
Horror,GENRE_OF,When the Bough Breaks
When the Bough Breaks,HAS_GENRE,Horror
Drama,GENRE_OF,When the Bough Breaks
When the Bough Breaks,HAS_GENRE,Drama
Thriller,GENRE_OF,When the Bough Breaks
When the Bough Breaks,HAS_GENRE,Thriller
Mystery,GENRE_OF,When the Bough Breaks
When the Bough Breaks,HAS_GENRE,Mystery
Documentary,GENRE_OF,The Matador
The Matador,HAS_GENRE,Documentary
Simon Pegg,CAST_IN,For the Love of Spock
For the Love of Spock,HAS_CAST,Simon Pegg
George Takei,CAST_IN,For the Love of Spock
For the Love of Spock,HAS_CAST,George Takei
Documentary,GENRE_OF,For the Love of Spock
For the Love of Spock,HAS_GENRE,Documentary
Comedy,GENRE_OF,Girls Will Be Girls
Girls Will Be Girls,HAS_GENRE,Comedy
misc,GENRE_OF,Wes Craven's Chiller
Wes Craven's Chiller,HAS_GENRE,misc
Documentary,GENRE_OF,Capturing the Friedmans
Capturing the Friedmans,HAS_GENRE,Documentary
Ryan Reynolds,CAST_IN,The Proposal
The Proposal,HAS_CAST,Ryan Reynolds
Sandra Bullock,CAST_IN,The Proposal
The Proposal,HAS_CAST,Sandra Bullock
Drama,GENRE_OF,The Proposal
The Proposal,HAS_GENRE,Drama
Romance,GENRE_OF,The Proposal
The Proposal,HAS_GENRE,Romance
Comedy,GENRE_OF,The Proposal
The Proposal,HAS_GENRE,Comedy
Crime,GENRE_OF,K-9
K-9,HAS_GENRE,Crime
Comedy,GENRE_OF,K-9
K-9,HAS_GENRE,Comedy
Action,GENRE_OF,K-9
K-9,HAS_GENRE,Action
Dwayne Johnson,CAST_IN,Be Cool
Be Cool,HAS_CAST,Dwayne Johnson
Vince Vaughn,CAST_IN,Be Cool
Be Cool,HAS_CAST,Vince Vaughn
Uma Thurman,CAST_IN,Be Cool
Be Cool,HAS_CAST,Uma Thurman
John Travolta,CAST_IN,Be Cool
Be Cool,HAS_CAST,John Travolta
Crime,GENRE_OF,Be Cool
Be Cool,HAS_GENRE,Crime
Comedy,GENRE_OF,Be Cool
Be Cool,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Swan Princess
The Swan Princess,HAS_GENRE,Comedy
Adventure,GENRE_OF,The Swan Princess
The Swan Princess,HAS_GENRE,Adventure
Fantasy,GENRE_OF,The Swan Princess
The Swan Princess,HAS_GENRE,Fantasy
Animation,GENRE_OF,The Swan Princess
The Swan Princess,HAS_GENRE,Animation
Family,GENRE_OF,The Swan Princess
The Swan Princess,HAS_GENRE,Family
Music,GENRE_OF,G.I. Blues
G.I. Blues,HAS_GENRE,Music
Comedy,GENRE_OF,G.I. Blues
G.I. Blues,HAS_GENRE,Comedy
Seth Rogen,CAST_IN,Horton Hears a Who!
Horton Hears a Who!,HAS_CAST,Seth Rogen
Steve Carell,CAST_IN,Horton Hears a Who!
Horton Hears a Who!,HAS_CAST,Steve Carell
Jim Carrey,CAST_IN,Horton Hears a Who!
Horton Hears a Who!,HAS_CAST,Jim Carrey
Fantasy,GENRE_OF,Horton Hears a Who!
Horton Hears a Who!,HAS_GENRE,Fantasy
Adventure,GENRE_OF,Horton Hears a Who!
Horton Hears a Who!,HAS_GENRE,Adventure
Family,GENRE_OF,Horton Hears a Who!
Horton Hears a Who!,HAS_GENRE,Family
Comedy,GENRE_OF,Horton Hears a Who!
Horton Hears a Who!,HAS_GENRE,Comedy
Animation,GENRE_OF,Horton Hears a Who!
Horton Hears a Who!,HAS_GENRE,Animation
Science Fiction,GENRE_OF,Attack on Titan
Attack on Titan,HAS_GENRE,Science Fiction
Action,GENRE_OF,Attack on Titan
Attack on Titan,HAS_GENRE,Action
Fantasy,GENRE_OF,Attack on Titan
Attack on Titan,HAS_GENRE,Fantasy
Horror,GENRE_OF,Attack on Titan
Attack on Titan,HAS_GENRE,Horror
misc,GENRE_OF,Disobedience
Disobedience,HAS_GENRE,misc
Ben Stiller,CAST_IN,Zero Effect
Zero Effect,HAS_CAST,Ben Stiller
Thriller,GENRE_OF,Zero Effect
Zero Effect,HAS_GENRE,Thriller
Mystery,GENRE_OF,Zero Effect
Zero Effect,HAS_GENRE,Mystery
Crime,GENRE_OF,Zero Effect
Zero Effect,HAS_GENRE,Crime
Comedy,GENRE_OF,Zero Effect
Zero Effect,HAS_GENRE,Comedy
Mystery,GENRE_OF,Super 8
Super 8,HAS_GENRE,Mystery
Science Fiction,GENRE_OF,Super 8
Super 8,HAS_GENRE,Science Fiction
Thriller,GENRE_OF,Super 8
Super 8,HAS_GENRE,Thriller
Keira Knightley,CAST_IN,Pirates of the Caribbean: At World's End
Pirates of the Caribbean: At World's End,HAS_CAST,Keira Knightley
Orlando Bloom,CAST_IN,Pirates of the Caribbean: At World's End
Pirates of the Caribbean: At World's End,HAS_CAST,Orlando Bloom
Johnny Depp,CAST_IN,Pirates of the Caribbean: At World's End
Pirates of the Caribbean: At World's End,HAS_CAST,Johnny Depp
Action,GENRE_OF,Pirates of the Caribbean: At World's End
Pirates of the Caribbean: At World's End,HAS_GENRE,Action
Fantasy,GENRE_OF,Pirates of the Caribbean: At World's End
Pirates of the Caribbean: At World's End,HAS_GENRE,Fantasy
