SUBJECT,RELATION,OBJECT_PROPERTY,SCORE
Lady and the Tramp II: Scamp's Adventure,HAS_GENRE,Romance,2
Lady and the Tramp II: Scamp's Adventure,HAS_GENRE,Animation,2
Lady and the Tramp II: Scamp's Adventure,HAS_GENRE,Family,2
When the Bough Breaks,HAS_CAST,Regina Hall,2
When the Bough Breaks,HAS_CAST,Morris Chestnut,2
When the Bough Breaks,HAS_GENRE,Horror,0
When the Bough Breaks,HAS_GENRE,Drama,2
When the Bough Breaks,HAS_GENRE,Thriller,2
When the Bough Breaks,HAS_GENRE,Mystery,0
The Matador,HAS_GENRE,Documentary,0
For the Love of Spock,HAS_CAST,Simon Pegg,2
For the Love of Spock,HAS_CAST,George Takei,2
For the Love of Spock,HAS_GENRE,Documentary,2
Girls Will Be Girls,HAS_GENRE,Comedy,0
Wes Craven's Chiller,HAS_GENRE,misc,0
Capturing the Friedmans,HAS_GENRE,Documentary,2
The Proposal,HAS_CAST,Ryan Reynolds,2
The Proposal,HAS_CAST,Sandra Bullock,2
The Proposal,HAS_GENRE,Drama,2
The Proposal,HAS_GENRE,Romance,2
The Proposal,HAS_GENRE,Comedy,2
K-9,HAS_GENRE,Crime,2
K-9,HAS_GENRE,Comedy,2
K-9,HAS_GENRE,Action,2
Be Cool,HAS_CAST,Dwayne Johnson,2
Be Cool,HAS_CAST,Vince Vaughn,2
Be Cool,HAS_CAST,Uma Thurman,2
Be Cool,HAS_CAST,John Travolta,2
Be Cool,HAS_GENRE,Crime,2
Be Cool,HAS_GENRE,Comedy,2
The Swan Princess,HAS_GENRE,Comedy,2
The Swan Princess,HAS_GENRE,Adventure,2
The Swan Princess,HAS_GENRE,Fantasy,2
The Swan Princess,HAS_GENRE,Animation,2
The Swan Princess,HAS_GENRE,Family,2
G.I. Blues,HAS_GENRE,Music,2
G.I. Blues,HAS_GENRE,Comedy,2
Horton Hears a Who!,HAS_CAST,Seth Rogen,2
Horton Hears a Who!,HAS_CAST,Steve Carell,2
Horton Hears a Who!,HAS_CAST,Jim Carrey,2
Horton Hears a Who!,HAS_GENRE,Fantasy,2
Horton Hears a Who!,HAS_GENRE,Adventure,2
Horton Hears a Who!,HAS_GENRE,Family,2
Horton Hears a Who!,HAS_GENRE,Comedy,2
Horton Hears a Who!,HAS_GENRE,Animation,2
Attack on Titan,HAS_GENRE,Science Fiction,2
Attack on Titan,HAS_GENRE,Action,2
Attack on Titan,HAS_GENRE,Fantasy,0
Attack on Titan,HAS_GENRE,Horror,2
Disobedience,HAS_GENRE,misc,0
Zero Effect,HAS_CAST,Ben Stiller,2
Zero Effect,HAS_GENRE,Thriller,0
Zero Effect,HAS_GENRE,Mystery,0
Zero Effect,HAS_GENRE,Crime,2
Zero Effect,HAS_GENRE,Comedy,2
Super 8,HAS_GENRE,Mystery,2
Super 8,HAS_GENRE,Science Fiction,2
Super 8,HAS_GENRE,Thriller,2
Pirates of the Caribbean: At World's End,HAS_CAST,Keira Knightley,2
Pirates of the Caribbean: At World's End,HAS_CAST,Orlando Bloom,2
Pirates of the Caribbean: At World's End,HAS_CAST,Johnny Depp,2
Pirates of the Caribbean: At World's End,HAS_GENRE,Action,2
Pirates of the Caribbean: At World's End,HAS_GENRE,Fantasy,2
Pirates of the Caribbean: At World's End,HAS_GENRE,Adventure,2
Pacquiao: The Movie,HAS_GENRE,Action,2
Pacquiao: The Movie,HAS_GENRE,Drama,2
City of Men,HAS_GENRE,Drama,2
Man of Steel,HAS_DIRECTOR,Zack Snyder,2
Man of Steel,HAS_CAST,Russell Crowe,2
Man of Steel,HAS_CAST,Diane Lane,2
Man of Steel,HAS_CAST,Amy Adams,2
Man of Steel,HAS_GENRE,Science Fiction,2
Man of Steel,HAS_GENRE,Adventure,2
Man of Steel,HAS_GENRE,Action,2
Return of the Jedi,HAS_CAST,Carrie Fisher,2
Return of the Jedi,HAS_CAST,Harrison Ford,2
Return of the Jedi,HAS_CAST,Mark Hamill,2
Return of the Jedi,HAS_GENRE,Science Fiction,2
Return of the Jedi,HAS_GENRE,Action,2
Return of the Jedi,HAS_GENRE,Adventure,2
Guys and Dolls,HAS_CAST,Marlon Brando,2
Guys and Dolls,HAS_GENRE,Romance,2
Guys and Dolls,HAS_GENRE,Crime,2
Guys and Dolls,HAS_GENRE,Comedy,2
An American in Madras,HAS_GENRE,Documentary,2
Insidious,HAS_DIRECTOR,James Wan,2
Insidious,HAS_CAST,Ty Simpkins,2
Insidious,HAS_CAST,Rose Byrne,2
Insidious,HAS_CAST,Patrick Wilson,2
Insidious,HAS_GENRE,Thriller,2
Insidious,HAS_GENRE,Horror,2
Rabbits,HAS_DIRECTOR,David Lynch,2
Rabbits,HAS_CAST,Naomi Watts,2
Rabbits,HAS_GENRE,Comedy,2
Rabbits,HAS_GENRE,Mystery,2
Rabbits,HAS_GENRE,Horror,2
Silver Streak,HAS_CAST,Richard Pryor,2
Silver Streak,HAS_CAST,Gene Wilder,2
Silver Streak,HAS_GENRE,Thriller,2
Silver Streak,HAS_GENRE,Romance,2
Silver Streak,HAS_GENRE,Crime,2
Silver Streak,HAS_GENRE,Comedy,2
Riddick,HAS_CAST,Vin Diesel,2
Riddick,HAS_GENRE,Thriller,2
Riddick,HAS_GENRE,Action,2
Riddick,HAS_GENRE,Science Fiction,2
To Kill a Mockingbird,HAS_CAST,Gregory Peck,2
To Kill a Mockingbird,HAS_GENRE,Drama,2
Trouble with the Curve,HAS_CAST,Justin Timberlake,2
Trouble with the Curve,HAS_CAST,Amy Adams,2
Trouble with the Curve,HAS_CAST,Clint Eastwood,2
Trouble with the Curve,HAS_GENRE,Romance,2
Trouble with the Curve,HAS_GENRE,Drama,2
A Night in Casablanca,HAS_GENRE,Comedy,2
Empire of the Ants,HAS_GENRE,Science Fiction,2
Empire of the Ants,HAS_GENRE,Horror,2
Batman,HAS_GENRE,Comedy,0
Batman,HAS_DIRECTOR,Tim Burton,2
Batman,HAS_CAST,Jack Nicholson,2
Batman,HAS_CAST,Michael Keaton,2
Batman,HAS_GENRE,Crime,2
Batman,HAS_GENRE,Action,2
Batman,HAS_GENRE,Fantasy,2
Bombing the Nazis,HAS_GENRE,misc,0
Cosmos,HAS_GENRE,Fantasy,2
Cosmos,HAS_GENRE,Comedy,2
Cosmos,HAS_GENRE,Drama,2
2012,HAS_CAST,Chiwetel Ejiofor,2
2012,HAS_CAST,John Cusack,2
2012,HAS_GENRE,Science Fiction,2
2012,HAS_GENRE,Adventure,2
2012,HAS_GENRE,Action,2
Sleeping Beauty,HAS_GENRE,Drama,0
Sleeping Beauty,HAS_GENRE,Family,2
Sleeping Beauty,HAS_GENRE,Romance,2
Sleeping Beauty,HAS_GENRE,Animation,2
Sleeping Beauty,HAS_GENRE,Fantasy,2
Going Clear,HAS_CAST,Paul Haggis,2
Going Clear,HAS_GENRE,Documentary,2
Mystic Pizza,HAS_CAST,Julia Roberts,2
Mystic Pizza,HAS_GENRE,Romance,2
Mystic Pizza,HAS_GENRE,Drama,2
Mystic Pizza,HAS_GENRE,Comedy,2
The Transformers: The Movie,HAS_CAST,Orson Welles,2
The Transformers: The Movie,HAS_CAST,Judd Nelson,2
The Transformers: The Movie,HAS_GENRE,Family,2
The Transformers: The Movie,HAS_GENRE,Adventure,2
The Transformers: The Movie,HAS_GENRE,Action,2
The Transformers: The Movie,HAS_GENRE,Science Fiction,2
The Transformers: The Movie,HAS_GENRE,Animation,2
"Good Luck Charlie, It's Christmas!",HAS_GENRE,Family,2
"Good Luck Charlie, It's Christmas!",HAS_GENRE,Comedy,2
"Good Luck Charlie, It's Christmas!",HAS_GENRE,TV Movie,2
The 'Burbs,HAS_CAST,Carrie Fisher,2
The 'Burbs,HAS_CAST,Tom Hanks,2
The 'Burbs,HAS_GENRE,Thriller,2
The 'Burbs,HAS_GENRE,Horror,2
The 'Burbs,HAS_GENRE,Comedy,2
The Music Man,HAS_CAST,Ron Howard,2
The Music Man,HAS_GENRE,Romance,2
The Music Man,HAS_GENRE,Music,2
The Music Man,HAS_GENRE,Family,2
The Music Man,HAS_GENRE,Comedy,2
Deathtrap,HAS_CAST,Christopher Reeve,2
Deathtrap,HAS_CAST,Michael Caine,2
Deathtrap,HAS_GENRE,Thriller,2
Deathtrap,HAS_GENRE,Mystery,2
Deathtrap,HAS_GENRE,Comedy,2
Absolute Beginners,HAS_CAST,David Bowie,2
Absolute Beginners,HAS_GENRE,Romance,2
Absolute Beginners,HAS_GENRE,Music,2
Absolute Beginners,HAS_GENRE,Drama,2
The Cat Returns,HAS_GENRE,Family,2
The Cat Returns,HAS_GENRE,Drama,2
The Cat Returns,HAS_GENRE,Animation,2
The Cat Returns,HAS_GENRE,Fantasy,2
The Cat Returns,HAS_GENRE,Adventure,2
Victoria and Abdul,HAS_CAST,Adeel Akhtar,2
Victoria and Abdul,HAS_CAST,Judi Dench,2
Victoria and Abdul,HAS_GENRE,History,2
Victoria and Abdul,HAS_GENRE,Drama,2
A Perfect Getaway,HAS_CAST,Chris Hemsworth,2
A Perfect Getaway,HAS_CAST,Milla Jovovich,2
A Perfect Getaway,HAS_CAST,Steve Zahn,2
A Perfect Getaway,HAS_GENRE,Adventure,2
A Perfect Getaway,HAS_GENRE,Mystery,2
A Perfect Getaway,HAS_GENRE,Thriller,2
The Wicker Man,HAS_CAST,Nicolas Cage,0
The Wicker Man,HAS_GENRE,Thriller,0
The Wicker Man,HAS_GENRE,Mystery,0
The Wicker Man,HAS_GENRE,Horror,2
Dead Before Dawn,HAS_GENRE,Horror,2
Dead Before Dawn,HAS_GENRE,Comedy,2
Dead Before Dawn,HAS_GENRE,Adventure,2
The Last Starfighter,HAS_GENRE,Action,2
The Last Starfighter,HAS_GENRE,Science Fiction,2
The Last Starfighter,HAS_GENRE,Adventure,2
Out of the Furnace,HAS_DIRECTOR,Scott Cooper,2
Out of the Furnace,HAS_CAST,Willem Dafoe,2
Out of the Furnace,HAS_CAST,Sam Shepard,2
Out of the Furnace,HAS_CAST,Woody Harrelson,2
Out of the Furnace,HAS_CAST,Christian Bale,2
Out of the Furnace,HAS_GENRE,Crime,2
Out of the Furnace,HAS_GENRE,Drama,2
Out of the Furnace,HAS_GENRE,Thriller,2
Napping Princess,HAS_GENRE,Science Fiction,2
Napping Princess,HAS_GENRE,Drama,2
Napping Princess,HAS_GENRE,Animation,2
Napping Princess,HAS_GENRE,Adventure,2
Napping Princess,HAS_GENRE,Fantasy,2
American Psycho,HAS_CAST,Jared Leto,2
American Psycho,HAS_CAST,Willem Dafoe,2
American Psycho,HAS_CAST,Christian Bale,2
American Psycho,HAS_GENRE,Crime,2
American Psycho,HAS_GENRE,Drama,2
American Psycho,HAS_GENRE,Thriller,2
Pitch Perfect 3,HAS_CAST,Rebel Wilson,2
Pitch Perfect 3,HAS_CAST,Anna Kendrick,2
Pitch Perfect 3,HAS_GENRE,Music,2
Pitch Perfect 3,HAS_GENRE,Comedy,2
Vantage Point,HAS_CAST,Sigourney Weaver,2
Vantage Point,HAS_CAST,Forest Whitaker,2
Vantage Point,HAS_CAST,Dennis Quaid,2
Vantage Point,HAS_GENRE,Crime,2
Vantage Point,HAS_GENRE,Thriller,2
Vantage Point,HAS_GENRE,Action,2
Vantage Point,HAS_GENRE,Drama,2
Terms of Endearment,HAS_CAST,Jeff Daniels,2
Terms of Endearment,HAS_CAST,Danny DeVito,2
Terms of Endearment,HAS_CAST,Jack Nicholson,2
Terms of Endearment,HAS_GENRE,Comedy,2
Terms of Endearment,HAS_GENRE,Drama,2
Michael Lucas' La Dolce Vita,HAS_GENRE,misc,0
Soul Plane,HAS_CAST,Tom Arnold,2
Soul Plane,HAS_CAST,Kevin Hart,2
Soul Plane,HAS_GENRE,Comedy,2
Soul Plane,HAS_GENRE,Romance,2
The Outlaws,HAS_GENRE,Drama,0
The Hunted,HAS_GENRE,Drama,2
The Hunted,HAS_GENRE,Action,2
The Hunted,HAS_GENRE,Thriller,2
Boxing Helena,HAS_GENRE,Horror,0
Boxing Helena,HAS_GENRE,Thriller,2
Boxing Helena,HAS_GENRE,Romance,2
Boxing Helena,HAS_GENRE,Drama,2
Halloween,HAS_DIRECTOR,Rob Zombie,0
Halloween,HAS_DIRECTOR,John Carpenter,0
Halloween,HAS_CAST,Jamie Lee Curtis,2
Halloween,HAS_GENRE,Thriller,2
Halloween,HAS_GENRE,Horror,2
The Da Vinci Code,HAS_DIRECTOR,Ron Howard,2
The Da Vinci Code,HAS_CAST,Paul Bettany,2
The Da Vinci Code,HAS_CAST,Jean Reno,2
The Da Vinci Code,HAS_CAST,Tom Hanks,2
The Da Vinci Code,HAS_GENRE,Mystery,2
The Da Vinci Code,HAS_GENRE,Thriller,2
The Slammin' Salmon,HAS_GENRE,Comedy,2
Sabotage,HAS_CAST,Arnold Schwarzenegger,0
Sabotage,HAS_GENRE,Crime,2
Sabotage,HAS_GENRE,Thriller,2
Sabotage,HAS_GENRE,Drama,2
Sabotage,HAS_GENRE,Action,0
Star Trek II: The Wrath of Khan,HAS_CAST,George Takei,2
Star Trek II: The Wrath of Khan,HAS_GENRE,Thriller,2
Star Trek II: The Wrath of Khan,HAS_GENRE,Science Fiction,2
Star Trek II: The Wrath of Khan,HAS_GENRE,Adventure,2
Star Trek II: The Wrath of Khan,HAS_GENRE,Action,2
The Constant Gardener,HAS_CAST,Danny Huston,2
The Constant Gardener,HAS_CAST,Rachel Weisz,2
The Constant Gardener,HAS_CAST,Ralph Fiennes,2
The Constant Gardener,HAS_GENRE,Thriller,2
The Constant Gardener,HAS_GENRE,Mystery,2
The Constant Gardener,HAS_GENRE,Drama,2
Date Night,HAS_CAST,Mark Wahlberg,2
Date Night,HAS_CAST,Tina Fey,2
Date Night,HAS_CAST,Steve Carell,2
Date Night,HAS_GENRE,Adventure,2
Date Night,HAS_GENRE,Action,2
Date Night,HAS_GENRE,Comedy,2
A Very Long Engagement,HAS_GENRE,War,2
A Very Long Engagement,HAS_GENRE,Romance,2
A Very Long Engagement,HAS_GENRE,Drama,2
Neram,HAS_GENRE,Action,2
Neram,HAS_GENRE,Drama,2
Neram,HAS_GENRE,Thriller,2
Neram,HAS_GENRE,Comedy,2
Mr. Brooks,HAS_CAST,Dane Cook,2
Mr. Brooks,HAS_CAST,Demi Moore,2
Mr. Brooks,HAS_CAST,Kevin Costner,2
Mr. Brooks,HAS_GENRE,Thriller,2
Mr. Brooks,HAS_GENRE,Crime,2
First Kill,HAS_GENRE,History,0
First Kill,HAS_GENRE,Documentary,0
First Kill,HAS_CAST,Bruce Willis,2
First Kill,HAS_GENRE,Crime,2
First Kill,HAS_GENRE,Thriller,2
First Kill,HAS_GENRE,Action,2
The Rite,HAS_CAST,Anthony Hopkins,2
The Rite,HAS_GENRE,Horror,2
The Rite,HAS_GENRE,Thriller,2
The Rite,HAS_GENRE,Drama,2
Heidi,HAS_GENRE,Family,2
Heidi,HAS_GENRE,Drama,0
Downfall,HAS_GENRE,War,0
Downfall,HAS_GENRE,History,0
Downfall,HAS_GENRE,Drama,2
ParaNorman,HAS_CAST,Casey Affleck,2
ParaNorman,HAS_CAST,Anna Kendrick,2
ParaNorman,HAS_GENRE,Comedy,2
ParaNorman,HAS_GENRE,Adventure,2
ParaNorman,HAS_GENRE,Animation,2
ParaNorman,HAS_GENRE,Family,2
9-Man,HAS_GENRE,History,2
9-Man,HAS_GENRE,Documentary,2
9-Man,HAS_GENRE,Crime,2
Amazon Women on the Moon,HAS_GENRE,Science Fiction,2
Amazon Women on the Moon,HAS_GENRE,Comedy,2
The Witches,HAS_CAST,Rowan Atkinson,2
The Witches,HAS_GENRE,Family,2
The Witches,HAS_GENRE,Comedy,0
The Witches,HAS_GENRE,Horror,2
The Witches,HAS_GENRE,Fantasy,2
Battlefield Earth,HAS_CAST,Forest Whitaker,2
Battlefield Earth,HAS_CAST,John Travolta,2
Battlefield Earth,HAS_GENRE,Science Fiction,2
Battlefield Earth,HAS_GENRE,Adventure,2
Battlefield Earth,HAS_GENRE,Action,2
Man-Proof,HAS_GENRE,Romance,0
Man-Proof,HAS_GENRE,Drama,2
Man-Proof,HAS_GENRE,Comedy,0
Eddie Murphy Delirious,HAS_CAST,Eddie Murphy,2
Eddie Murphy Delirious,HAS_GENRE,TV Movie,0
Eddie Murphy Delirious,HAS_GENRE,Comedy,2
Jane Eyre,HAS_GENRE,TV Movie,0
Jane Eyre,HAS_CAST,Sally Hawkins,2
Jane Eyre,HAS_CAST,Michael Fassbender,2
Jane Eyre,HAS_CAST,Mia Wasikowska,2
Jane Eyre,HAS_GENRE,Romance,2
Jane Eyre,HAS_GENRE,Drama,2
Berlin Syndrome,HAS_CAST,Teresa Palmer,2
Berlin Syndrome,HAS_GENRE,Horror,2
Berlin Syndrome,HAS_GENRE,Drama,2
Berlin Syndrome,HAS_GENRE,Thriller,0
Berlin Syndrome,HAS_GENRE,Mystery,2
Venom,HAS_GENRE,misc,0
Venom,HAS_CAST,Michelle Williams,2
Venom,HAS_CAST,Tom Hardy,2
Venom,HAS_GENRE,Action,2
Venom,HAS_GENRE,Science Fiction,2
The Last Emperor,HAS_GENRE,History,2
The Last Emperor,HAS_GENRE,Drama,2
Olympus Has Fallen,HAS_CAST,Gerard Butler,2
Olympus Has Fallen,HAS_GENRE,Thriller,2
Olympus Has Fallen,HAS_GENRE,Action,2
The Spy Next Door,HAS_CAST,Jackie Chan,2
The Spy Next Door,HAS_GENRE,Family,2
The Spy Next Door,HAS_GENRE,Comedy,2
The Spy Next Door,HAS_GENRE,Action,2
Joe Dirt,HAS_WRITER,David Spade,2
Joe Dirt,HAS_CAST,David Spade,2
Joe Dirt,HAS_GENRE,Drama,2
Joe Dirt,HAS_GENRE,Romance,2
Joe Dirt,HAS_GENRE,Comedy,2
Joe Dirt,HAS_GENRE,Adventure,2
Joe Dirt,HAS_GENRE,Mystery,2
Gnomeo & Juliet: Sherlock Gnomes,HAS_CAST,Chiwetel Ejiofor,2
Gnomeo & Juliet: Sherlock Gnomes,HAS_CAST,James McAvoy,2
Gnomeo & Juliet: Sherlock Gnomes,HAS_CAST,Emily Blunt,2
Gnomeo & Juliet: Sherlock Gnomes,HAS_CAST,Johnny Depp,2
Gnomeo & Juliet: Sherlock Gnomes,HAS_GENRE,Mystery,2
Gnomeo & Juliet: Sherlock Gnomes,HAS_GENRE,Adventure,2
Gnomeo & Juliet: Sherlock Gnomes,HAS_GENRE,Comedy,2
Gnomeo & Juliet: Sherlock Gnomes,HAS_GENRE,Fantasy,2
Gnomeo & Juliet: Sherlock Gnomes,HAS_GENRE,Family,2
Gnomeo & Juliet: Sherlock Gnomes,HAS_GENRE,Animation,2
No Strings Attached,HAS_GENRE,misc,0
The Hallow,HAS_GENRE,Horror,2
The Hallow,HAS_GENRE,Fantasy,2
Resolution,HAS_GENRE,Mystery,2
Resolution,HAS_GENRE,Thriller,2
Resolution,HAS_GENRE,Horror,2
Stalingrad,HAS_GENRE,Drama,2
Stalingrad,HAS_GENRE,Action,0
Stalingrad,HAS_GENRE,War,2
Cocktail,HAS_CAST,Tom Cruise,2
Cocktail,HAS_GENRE,Comedy,2
Cocktail,HAS_GENRE,Drama,2
Cocktail,HAS_GENRE,Romance,2
Born to Race,HAS_GENRE,Action,2
The Great Wall,HAS_CAST,Willem Dafoe,2
The Great Wall,HAS_CAST,Matt Damon,2
The Great Wall,HAS_GENRE,Fantasy,2
The Great Wall,HAS_GENRE,Adventure,2
The Great Wall,HAS_GENRE,Action,2
Ghost in the Shell,HAS_GENRE,Science Fiction,2
Ghost in the Shell,HAS_GENRE,Animation,2
Ghost in the Shell,HAS_GENRE,Action,2
The Flying Nun,HAS_GENRE,Music,2
The Flying Nun,HAS_GENRE,Documentary,2
Enigma,HAS_GENRE,Science Fiction,0
Hero,HAS_GENRE,Fantasy,0
Hero,HAS_GENRE,Action,0
Hero,HAS_GENRE,Adventure,0
Hero,HAS_GENRE,Animation,0
Hero,HAS_GENRE,Mystery,0
The Simpsons Movie,HAS_CAST,Hank Azaria,2
The Simpsons Movie,HAS_GENRE,Family,2
The Simpsons Movie,HAS_GENRE,Comedy,2
The Simpsons Movie,HAS_GENRE,Animation,2
Scooby-Doo on Zombie Island,HAS_GENRE,Horror,2
Scooby-Doo on Zombie Island,HAS_GENRE,Family,2
Scooby-Doo on Zombie Island,HAS_GENRE,Mystery,2
Scooby-Doo on Zombie Island,HAS_GENRE,Animation,2
The Dancer,HAS_GENRE,History,0
The Dancer,HAS_GENRE,Drama,2
Avengers Grimm,HAS_GENRE,Fantasy,2
Avengers Grimm,HAS_GENRE,Action,2
Jack and Jill,HAS_CAST,Katie Holmes,2
Jack and Jill,HAS_CAST,Al Pacino,2
Jack and Jill,HAS_CAST,Adam Sandler,2
Jack and Jill,HAS_GENRE,Comedy,2
Face-Off,HAS_GENRE,Romance,0
Face-Off,HAS_GENRE,Drama,0
Broadcast News,HAS_CAST,Holly Hunter,2
Broadcast News,HAS_CAST,Albert Brooks,2
Broadcast News,HAS_GENRE,Romance,2
Broadcast News,HAS_GENRE,Comedy,2
Chicken Little,HAS_CAST,Steve Zahn,2
Chicken Little,HAS_CAST,Don Knotts,2
Chicken Little,HAS_CAST,Zach Braff,2
Chicken Little,HAS_GENRE,Comedy,2
Chicken Little,HAS_GENRE,Family,2
Chicken Little,HAS_GENRE,Animation,2
Salmon Fishing in the Yemen,HAS_CAST,Emily Blunt,2
Salmon Fishing in the Yemen,HAS_GENRE,Comedy,2
Salmon Fishing in the Yemen,HAS_GENRE,Romance,2
Salmon Fishing in the Yemen,HAS_GENRE,Drama,2
Captive,HAS_GENRE,War,0
Captive,HAS_GENRE,Drama,0
Larry Crowne,HAS_DIRECTOR,Tom Hanks,2
Larry Crowne,HAS_CAST,Bryan Cranston,2
Larry Crowne,HAS_CAST,Julia Roberts,2
Larry Crowne,HAS_CAST,Tom Hanks,2
Larry Crowne,HAS_GENRE,Drama,2
Larry Crowne,HAS_GENRE,Romance,2
Larry Crowne,HAS_GENRE,Comedy,2
The Neon Demon,HAS_CAST,Jena Malone,2
The Neon Demon,HAS_GENRE,Horror,2
The Neon Demon,HAS_GENRE,Thriller,2
U.F.O.,HAS_CAST,Jean-Claude Van Damme,2
U.F.O.,HAS_GENRE,Science Fiction,2
U.F.O.,HAS_GENRE,Action,2
From Dusk till Dawn,HAS_CAST,Juliette Lewis,2
From Dusk till Dawn,HAS_CAST,Quentin Tarantino,2
From Dusk till Dawn,HAS_CAST,George Clooney,2
From Dusk till Dawn,HAS_GENRE,Crime,2
From Dusk till Dawn,HAS_GENRE,Thriller,2
From Dusk till Dawn,HAS_GENRE,Action,2
From Dusk till Dawn,HAS_GENRE,Horror,2
The Great Escape,HAS_CAST,Charles Bronson,2
The Great Escape,HAS_CAST,Steve McQueen,2
The Great Escape,HAS_GENRE,War,2
The Great Escape,HAS_GENRE,Thriller,2
The Great Escape,HAS_GENRE,History,2
The Great Escape,HAS_GENRE,Drama,2
The Great Escape,HAS_GENRE,Adventure,2
The Way of the Gun,HAS_CAST,Taye Diggs,2
The Way of the Gun,HAS_CAST,James Caan,2
The Way of the Gun,HAS_CAST,Juliette Lewis,2
The Way of the Gun,HAS_GENRE,Thriller,2
The Way of the Gun,HAS_GENRE,Drama,2
The Way of the Gun,HAS_GENRE,Crime,2
The Way of the Gun,HAS_GENRE,Action,2
Solomon and Sheba,HAS_GENRE,Romance,2
Solomon and Sheba,HAS_GENRE,History,2
2036 Origin Unknown,HAS_GENRE,Mystery,2
2036 Origin Unknown,HAS_GENRE,Thriller,2
2036 Origin Unknown,HAS_GENRE,Science Fiction,2
Patriot Games,HAS_CAST,Sean Bean,2
Patriot Games,HAS_CAST,Harrison Ford,2
Patriot Games,HAS_GENRE,Crime,2
Patriot Games,HAS_GENRE,Thriller,2
Patriot Games,HAS_GENRE,Action,2
Patriot Games,HAS_GENRE,Drama,2
Dear Diary,HAS_GENRE,Drama,2
Dear Diary,HAS_GENRE,Comedy,2
Dear Diary,HAS_GENRE,Romance,2
Run,HAS_CAST,Patrick Dempsey,0
Run,HAS_GENRE,Drama,2
Run,HAS_GENRE,Thriller,2
Run,HAS_GENRE,Action,0
Frankenstein,HAS_GENRE,Science Fiction,2
Frankenstein,HAS_GENRE,Horror,2
Frankenstein,HAS_GENRE,Drama,2
Into the Storm,HAS_GENRE,Thriller,2
Into the Storm,HAS_GENRE,Action,2
Into the Storm,HAS_CAST,Adrian Scarborough,0
Into the Storm,HAS_GENRE,TV Movie,0
Into the Storm,HAS_GENRE,History,0
Into the Storm,HAS_GENRE,Drama,0
Quo Vadis,HAS_CAST,Deborah Kerr,2
Quo Vadis,HAS_GENRE,Romance,2
Quo Vadis,HAS_GENRE,History,2
Quo Vadis,HAS_GENRE,Drama,2
Heat,HAS_GENRE,Adventure,0
Heat,HAS_DIRECTOR,Michael Mann,2
Heat,HAS_CAST,Val Kilmer,2
Heat,HAS_CAST,Robert De Niro,2
Heat,HAS_CAST,Al Pacino,2
Heat,HAS_GENRE,Drama,2
Heat,HAS_GENRE,Crime,2
Heat,HAS_GENRE,Action,2
The Girl Next Door,HAS_GENRE,Horror,0
The Girl Next Door,HAS_GENRE,Drama,0
The Girl Next Door,HAS_GENRE,Crime,0
The Girl Next Door,HAS_GENRE,Thriller,0
Shrek,HAS_CAST,Cameron Diaz,2
Shrek,HAS_CAST,Eddie Murphy,2
Shrek,HAS_CAST,Mike Myers,2
Shrek,HAS_GENRE,Family,2
Shrek,HAS_GENRE,Adventure,2
Shrek,HAS_GENRE,Fantasy,2
Shrek,HAS_GENRE,Comedy,2
Shrek,HAS_GENRE,Animation,2
Fist of Fury,HAS_CAST,Bruce Lee,2
Fist of Fury,HAS_GENRE,Thriller,2
Fist of Fury,HAS_GENRE,Action,2
Fist of Fury,HAS_GENRE,Drama,2
Hot Tub Time Machine,HAS_CAST,John Cusack,2
Hot Tub Time Machine,HAS_GENRE,Adventure,2
Hot Tub Time Machine,HAS_GENRE,Comedy,2
Hot Tub Time Machine,HAS_GENRE,Science Fiction,2
War,HAS_CAST,Jason Statham,2
War,HAS_CAST,Jet Li,2
War,HAS_GENRE,Thriller,2
War,HAS_GENRE,Action,2
War,HAS_GENRE,Drama,0
War,HAS_GENRE,Romance,0
Spider-Man 3,HAS_CAST,Topher Grace,2
Spider-Man 3,HAS_CAST,James Franco,2
Spider-Man 3,HAS_CAST,Tobey Maguire,2
Spider-Man 3,HAS_GENRE,Adventure,2
Spider-Man 3,HAS_GENRE,Action,2
Spider-Man 3,HAS_GENRE,Fantasy,0
Mechanic: Resurrection,HAS_CAST,Michelle Yeoh,2
Mechanic: Resurrection,HAS_CAST,Tommy Lee Jones,2
Mechanic: Resurrection,HAS_CAST,Jessica Alba,2
Mechanic: Resurrection,HAS_CAST,Jason Statham,2
Mechanic: Resurrection,HAS_GENRE,Thriller,2
Mechanic: Resurrection,HAS_GENRE,Crime,2
Mechanic: Resurrection,HAS_GENRE,Action,2
Destiny,HAS_GENRE,Drama,0
The Story of G.I. Joe,HAS_CAST,Robert Mitchum,2
The Story of G.I. Joe,HAS_GENRE,War,2
The Story of G.I. Joe,HAS_GENRE,Drama,2
Grown-Ups,HAS_WRITER,Adam Sandler,2
Grown-Ups,HAS_CAST,Rob Schneider,2
Grown-Ups,HAS_CAST,David Spade,2
Grown-Ups,HAS_CAST,Chris Rock,2
Grown-Ups,HAS_CAST,Kevin James,2
Grown-Ups,HAS_CAST,Adam Sandler,2
Grown-Ups,HAS_GENRE,Comedy,2
Mission: Impossible – Rogue Nation,HAS_CAST,Simon Pegg,2
Mission: Impossible – Rogue Nation,HAS_CAST,Jeremy Renner,2
Mission: Impossible – Rogue Nation,HAS_CAST,Tom Cruise,2
Mission: Impossible – Rogue Nation,HAS_GENRE,Adventure,2
